ID,Total Rewards On Testnet,Total Mined Blocks,Sqrt Mined Blocks,Cumulative Mined,Cumulative Sqrt,% Reward Pool,Total Rewards On Mainnet,Total Reward Pool,Rewards Denominator
qzmssQyhfreQ7t41spcPP2vv1XBUsC1A4915ogJW4bXfCvx4D,877676606141581253,"89,778",300,"89,778",299.63,2.62%,65.39,2500,"11,456.25"
qzjfAe19wbQStkPuCZxiST4dy5ghtXBNgyNiBRu7N9RdEpZuA,736282492892638973,"75,806",275,"165,584",574.96,2.40%,60.08,,
qzngDmhUrTbdCUUMyzoWFTVer4dVEqxEGJbMwDzgq1vtFDnYu,466488432074306629,"47,456",218,"213,040",792.80,1.90%,47.54,,
qzkVESSdXeQ8Jb6wYC7CtCj5hQqPqzFgUjgvDjc9E1gQ7LHoK,395933986280903282,"41,450",204,"254,490",996.40,1.78%,44.43,,
qzpsKarxVcw79pH1zKpRHeX2tiBZdqpJxbFBiDuo3ocRvd5MT,390535114418194789,"40,121",200,"294,611","1,196.70",1.75%,43.71,,
qzpdQxGyLBtNC4hYE4XzH96KAqyfBBEbSAMGvLAZta4KMWNqx,376833756387786351,"38,785",197,"333,396","1,393.64",1.72%,42.98,,
qzqAn1M81bJ4BThz2BfRRhNhX82hhBnYbs65wAnh6re9kyo33,303970828211702981,"31,392",177,"364,788","1,570.81",1.55%,38.66,,
qzkUpykcRNm4R5T4jQELTP7WDNkMJ557yHKYgpLqobdbBETcp,273594426168281683,"27,954",167,"392,742","1,738.01",1.46%,36.49,,
qzk4ECfeSFbQfJ9zNsAweryn46TttfkMwDmDEw97w4cJoTGzu,220559029126989393,"22,887",151,"415,629","1,889.29",1.32%,33.01,,
qzpffwT52TxEg2G8hmZ4NcJ1vjw788kyXX329VJzSSNuREkVU,218863497175014825,"22,265",149,"437,894","2,038.51",1.30%,32.56,,
qzjykZBSbNb6JUE4gSamRXbPReSSJi2Jc6Y8M51ALJLBs8odt,217243145103436307,"22,146",149,"460,040","2,187.32",1.30%,32.47,,
qzjabKoiGqb2EQKgjadKdcPXeXER7ad3C41ChdWP5YkMiYPBP,210286642956426625,"21,635",147,"481,675","2,334.41",1.28%,32.10,,
qzoa1vPquWNDpZckmSu8b3rp2S7KNbMrtMJ7NWkucfV48vTcF,200162848660982469,"20,389",143,"502,064","2,477.20",1.25%,31.16,,
qzod6rwhRxPVjueF2EZ46iKAWMHdgYLeATdgSPtKG8bJ3i7tr,188578629886128238,"19,624",140,"521,688","2,617.29",1.22%,30.57,,
qzkMLLy5HaHcUfCHfdEoeiFEAieP2RfKQLcjiTnwCTuiP3kFg,186821271690995597,"19,440",139,"541,128","2,756.72",1.22%,30.43,,
qzoAcbQXeGT4LZXdZPcT8qkBJGU8jkDWFiMrodvcUzPDEbumz,151233653228587877,"16,182",127,"557,310","2,883.92",1.11%,27.76,,
qznvwUzPoZ72bDwaoQyYbabME6dZCQSz1WoY6DtcY7NYv6MQH,146135247753870005,"15,093",123,"572,403","3,006.78",1.07%,26.81,,
qzq2NpQ4YEM8UedKmT6grZFJCwBtcfZWfnNNACZRtLr5oFn9J,130515947449848489,"13,642",117,"586,045","3,123.58",1.02%,25.49,,
qzm1ezdaBRnevMFanLZt9fRTZ7kBMxBeHABQ4ZWuQ7hVocECY,125007866978463003,"12,730",113,"598,775","3,236.40",0.98%,24.62,,
qznsWNgxqNFqNGJHproQZEZm89oih1AebS8dZSFfGTLVspbEf,114457702629304150,"11,929",109,"610,704","3,345.62",0.95%,23.83,,
qzmReSdCef1efdr8cyoqiCqRKd16LGgyLm6do2Ssgv35YhZYm,112107212666775562,"11,446",107,"622,150","3,452.61",0.93%,23.35,,
qzkRPsN9EcqGh5YBY9ZtYWKENTe1wyjsF8ETXdXRLg8cUmMip,109733291564927345,"11,272",106,"633,422","3,558.78",0.93%,23.17,,
qznsgpVYgbmySquQpRWCNWwLotYLcVN4GNPECxfhfTmESjPeu,110331753175948322,"11,262",106,"644,684","3,664.90",0.93%,23.16,,
qzoRj4BB9yZU592N39bVDaihtRTD3dGSVHuf5B7VB4ogTwDSG,105207181685294194,"10,944",105,"655,628","3,769.52",0.91%,22.83,,
qznuv4ayRPVmsQP1YAuSdRFyraHgk5JUV59GhokWY4tJNLpMX,95054578068557919,"9,865",99,"665,493","3,868.84",0.87%,21.67,,
qzpxVNHtbHLCT4p8bCdMsoN59y1Nk5ohrTBJL2CqBMHahzz9T,94596196170288761,"9,788",99,"675,281","3,967.77",0.86%,21.59,,
qzmjL8bskGfg99oyjz3EzaoZQGUdkuC1PQUFpbvkzHmsavaad,92154999132232896,"9,563",98,"684,844","4,065.56",0.85%,21.34,,
qznnipanj2hXNrTfa6UUaPkQRX3mxtFkF1FKiNFokKgCTFQsv,93380768090314843,"9,463",97,"694,307","4,162.84",0.85%,21.23,,
qzn9vq9RmqLTke7rgWhSooFXCTF1c37xqqogQh2Skx8TAwkCn,92081578395152333,"9,408",97,"703,715","4,259.84",0.85%,21.17,,
qzpR14A35zqXJvZwv7ELpjyiaKgeJ9VY3yU1618Z8TLwWJjzU,91771235531875804,"9,346",97,"713,061","4,356.51",0.84%,21.10,,
qzqDVTrpK1iB1r4fDmaDt17kReGere5S7QTJnw7e9d6avsfi1,85449540888775065,"8,967",95,"722,028","4,451.20",0.83%,20.66,,
qzjuRcQLRnipu9foN527EmNYwgBrsKzDHLmpJY5dv7muU14qc,85867986050634249,"8,779",94,"730,807","4,544.90",0.82%,20.45,,
qznYQKUeV5un22rXh7CCQB7Bsac74jynVDs2qbHk1hpPMjocB,86560315390157117,"8,688",93,"739,495","4,638.11",0.81%,20.34,,
qzjV3hAsSpehwEH7ufz8CSS9nDjB5BqSirYhNTcZUzsHmZn7Y,80828703635798164,"8,455",92,"747,950","4,730.06",0.80%,20.07,,
qzoVJ5Ptbw8udqmB2BdqWqUy2zKhbSPHqn4tjevabMBKWqVgH,72784207824336048,"7,431",86,"755,381","4,816.26",0.75%,18.81,,
qznfAogbxPq6HBesBUgrehTAXPs7D4JMJ4ZKGGjq6pVsozCkY,69123453410918732,"7,222",85,"762,603","4,901.25",0.74%,18.54,,
qzm4THzkiamY4WAEWBRQvSHNnuF1646QHcLCWWfQkPx8G4spW,65121074851614352,"6,682",82,"769,285","4,982.99",0.71%,17.84,,
qzjou3gFoc43pNcj7di1LRVBnbeRGtS3YHuzH3ansrxM7uNjJ,65161521749603682,"6,660",82,"775,945","5,064.60",0.71%,17.81,,
qzp6hcZtKGMh7rAmkwis6TaumBB8Ejaf6E4MGbxeNTT84yGe4,62876962433532843,"6,597",81,"782,542","5,145.82",0.71%,17.72,,
qzkstn8F4jNj43Q7xYHERVM2xJKNjqc4HEDfkstajAsNFGomM,53983018693563043,"5,666",75,"788,208","5,221.09",0.66%,16.43,,
qzoF1k2refbU5jqLNJ63ETmEyUC6ddhcbmwbz8KQF5p7KjEn5,53102575513011054,"5,502",74,"793,710","5,295.27",0.65%,16.19,,
qzmdSNDcuWexG7Cz19taf3XfT6fCRX12qDQU69vNzdDpRgjJv,52064819235084504,"5,477",74,"799,187","5,369.28",0.65%,16.15,,
qzoKAaM69LJqXhBHB5pBroW2H8jRaFt7tu7rrLFGypMacpsiM,51422029488616233,"5,320",73,"804,507","5,442.21",0.64%,15.92,,
qzmj2vv3dxRXvQQEBp5crY2AQe6DwbNQ7ww7m5p17BXv9sxV7,51091890226678413,"5,269",73,"809,776","5,514.80",0.63%,15.84,,
qzm34PtyvSroN8Y1Ewn9rRWEPpXAn68TBaXEJMFpqSwxLn4wh,50022616150677636,"5,202",72,"814,978","5,586.93",0.63%,15.74,,
qzpf27tsP8fBRRgGGyAnDc4qc4T6EBQ7FHE198E9BQhwBfXNG,50932671296014756,"5,182",72,"820,160","5,658.91",0.63%,15.71,,
qzoXu7mBS3hVPuBSWpg5vMbAmqC21k6D6JZMTAgATJFwnmv4a,49961939134919863,"5,166",72,"825,326","5,730.79",0.63%,15.68,,
qzq5jpZzkD1g6S8q8do8YXEH5kbLJxr5ZH8iLC1fRMH1cDCwr,46111080552863665,"4,711",69,"830,037","5,799.43",0.60%,14.98,,
qzpPXV9GBTPNZt5ykFT2ccSdXVgtU2DeUWtFnFnmzKeQBZVpd,44941874786508739,"4,671",68,"834,708","5,867.77",0.60%,14.91,,
qzq9iYKZ32ymzRXQAdWq6dj1wzYgLi4pcbahkUQE8hURzqmJf,43776051609685196,"4,621",68,"839,329","5,935.75",0.59%,14.83,,
qzjtKf8PuSQKssmaJBrKzF8NqXxNgiWoABuwn2xazbx5Qx5Wh,43734181586906892,"4,601",68,"843,930","6,003.58",0.59%,14.80,,
qzoXFFL5N6jPuH8A4wm8tFT3WKecSXdHUPtvSkQcbMSVGKiQF,44522864874914055,"4,587",68,"848,517","6,071.31",0.59%,14.78,,
qzq8TijbtG5eV9Z6RDfQf8Mr2pzFWV5PT6YDuaehHD4TX5vfo,43553054271751656,"4,516",67,"853,033","6,138.51",0.59%,14.66,,
qzoSU3H1AfoCXaP2Jwqghz2PsBssxbmQkD8vNvs4w1ng9PtDx,42962246174396492,"4,464",67,"857,497","6,205.32",0.58%,14.58,,
qzmFxRvMgBN2DhcwTyoYdt4DWm6ygqkym89pVY8c4J1Hh9TZz,43241452999405977,"4,437",67,"861,934","6,271.93",0.58%,14.54,,
qzjckpfCNf78VKLTdBAi4qmLXVdq7wR4i8cFgJikAYHvLHDe7,42246809732487036,"4,429",67,"866,363","6,338.48",0.58%,14.52,,
qzmRgTnJ6XNFCKheSrnzKiaW34ubPENCX7MqSreQKgTsZkEBQ,42771815440449404,"4,427",67,"870,790","6,405.02",0.58%,14.52,,
qzp2iCiP2eiMrT3evvYRSBUNX1hh7rbwUokchqDg69kzjgPBy,42811133568302695,"4,399",66,"875,189","6,471.34",0.58%,14.47,,
qzq7P4bPaptUpY3F6YC1RvWFS7Ee7MfGmzoi2yaSYWqWahZUR,41412372639408065,"4,303",66,"879,492","6,536.94",0.57%,14.31,,
qzkqpVQfNPJdtLy11Lipq7S4FweRWfhCMrfVUohDgaKifUQAZ,41071541456981202,"4,234",65,"883,726","6,602.01",0.57%,14.20,,
qzo92RobTAxfxz6fFNQZ3qqRCkkHt28oJiHMgz2bHyMHBE78S,40074646282425689,"4,220",65,"887,946","6,666.97",0.57%,14.18,,
qzmZzKgzPHZFpJ4pT3NW68rN4rD6xj9GdaTMHVkDywwdgdb1M,40201969994025342,"4,197",65,"892,143","6,731.75",0.57%,14.14,,
qzoTppcZM2nZg2qBNhXCe2KbiGiCFXpXFyMkzu8qy9qDRuNhx,39495273648443330,"4,193",65,"896,336","6,796.51",0.57%,14.13,,
qzodyHDA4JPnTVCYp9CPczHLTyvV2cg5wwSDzgNnedkehaAaG,38963682983914714,"4,122",64,"900,458","6,860.71",0.56%,14.01,,
qzmoeZ7nMVib4WPmktLCsAN4kNNCEdgWynK2Du5XUWXA4QZ94,39641151256865707,"4,065",64,"904,523","6,924.47",0.56%,13.91,,
qzmxL7QnoRc7U13dYhYxGHajNCW5rci9QsBhEckVSc7Jm1XU5,36360491905745898,"3,758",61,"908,281","6,985.77",0.54%,13.38,,
qznjwpAM7oy51RwwRMMagrvyy5zHEbpEiDu27akw4STmA1zbN,30461048668312126,"3,610",60,"911,891","7,045.85",0.52%,13.11,,
qzpXyYw3WYhQW4WHY6xUrWWA3K29jd8khQdhAre2AWBkZWyAW,35014768260886376,"3,578",60,"915,469","7,105.67",0.52%,13.05,,
qznNa4SgboRRYChe3rUKJgFu9vyrBsWa62X7KrWwgAnJLVLmN,34151148782115254,"3,524",59,"918,993","7,165.03",0.52%,12.95,,
qzkvYuYFPgJMwve9RSgLeEC3qKpQ81Mn1BiHWuX1k2yaAUzoq,33203350941365067,"3,509",59,"922,502","7,224.27",0.52%,12.93,,
qzmswvR98p3fLfTnCUqXR5rMex9Pn8xVjjyFLSYCLtrs6dUwP,34810219331356350,"3,508",59,"926,010","7,283.50",0.52%,12.92,,
qzp4abhZ4xh7MYXvDu5zFUg9wjG8Lcd1MSzyDYChVFok91xxV,33985748336814460,"3,491",59,"929,501","7,342.58",0.52%,12.89,,
qzpZBpnnQXRgTE6DvpbMHm8etUi1Bxxdy9VmW5GuvqzEEWTMC,33331615906591776,"3,481",59,"932,982","7,401.58",0.52%,12.88,,
qzjfz5bEM1ty3LcXoh1SfHgPWHbpx1n7SZ6ykEDd4e9wfw7XK,33471315206607005,"3,466",59,"936,448","7,460.46",0.51%,12.85,,
qzodyzosc3Kow9GV3oqXivj8Q8LQ7dM9T5wnDp5sFcjXQR1HX,33920458931731537,"3,434",59,"939,882","7,519.06",0.51%,12.79,,
qzpKJ8wBLVE2JkCwqQpWARN9GbQ4yptDTinfMkdE9QzqK7BRz,32840953652037090,"3,372",58,"943,254","7,577.13",0.51%,12.67,,
qzkRCmmoQbVqvGEQshYi6FUYdwxVJ5ES65Dss7NJWuR65YrJV,31899693537583341,"3,315",58,"946,569","7,634.70",0.50%,12.56,,
qzp3TrxcsLLK3r7ymgwDcuksk8KkZXjYw7mUphv7kL67ZqYDN,31680772057168921,"3,239",57,"949,808","7,691.61",0.50%,12.42,,
qzmyMvHGK9xvbWTaFaV7nCuHAaKXEWWx2oy2qPpK8t35G2GmV,30321415152458077,"3,147",56,"952,955","7,747.71",0.49%,12.24,,
qzqBeoPMd275pnrNAeQhmhyu5QJ8SeYNAVA5xZTEdGFTWBAxR,29800381117463770,"3,039",55,"955,994","7,802.84",0.48%,12.03,,
qznbC2n3nbKidee6ekWJQjfoUWbDvmrK81rWf8djuuJfQABd6,28081807666663952,"2,972",55,"958,966","7,857.36",0.48%,11.90,,
qznWLG11DULsQFjo1bvH57RpambhRcS6tFG6DspX4GkvWH8y2,26932188132458687,"2,860",53,"961,826","7,910.83",0.47%,11.67,,
qzoAgZv6Qa9LK6sRA2FL6gdRdgcnkSW1MjFq4sUrmQssmrCvn,27051978135348738,"2,848",53,"964,674","7,964.20",0.47%,11.65,,
qznBrw539t2GXwuoN6hqniNy378Uhoxod1dn247B1bu3qSMwL,26792113520655213,"2,841",53,"967,515","8,017.50",0.47%,11.63,,
qzjjSUA6ByxufGRHm5hKSoaz9gGdhBZkVB6QF57nHvQhXfQVS,26641615061893618,"2,759",53,"970,274","8,070.03",0.46%,11.46,,
qzjd3JcWomUPHNLZ3wev3u1qdaJWFngpq8q1uz7tYv2Rvk2MJ,26051277636445066,"2,723",52,"972,997","8,122.21",0.46%,11.39,,
qzpBwzzKoLUJLC4DRN3yFu3yChg973ZXzG3BGdD8RQUhgXqiU,25964089620364110,"2,699",52,"975,696","8,174.16",0.45%,11.34,,
qzkHXEf1jYEceSyQYEcx5AsPpeySzME791wW6w3SXhwDFooSZ,26051289713026166,"2,696",52,"978,392","8,226.09",0.45%,11.33,,
qzkXpTw5oLkeBwn9SzUbu3jug6VJ5oD4QeRaoqet98eJxPxVi,25510514787518838,"2,616",51,"981,008","8,277.23",0.45%,11.16,,
qzocUbGTXDMWojfxpXiqcxG1JHqBkbKaSAXAzfUAdKaHuCHK6,25550358639023290,"2,598",51,"983,606","8,328.20",0.44%,11.12,,
qzk8e8TrLh4pZHYBad76BWcZxDmhDgvH8EHsFskCiE56HGQ4n,23991178176824570,"2,505",50,"986,111","8,378.25",0.44%,10.92,,
qzobD8H4SacS1ueFA5h1TvupB9MbArDjk4q1ENtWn34y1s5rm,23721047578651324,"2,467",50,"988,578","8,427.92",0.43%,10.84,,
qznXCP2sU8gcKa74XTD1UsiqW8UWBoAH18KH8p5w1sUPD57G4,22861110680133561,"2,388",49,"990,966","8,476.79",0.43%,10.66,,
qzoUyJBrQvAEL3yFpmDEJA4jLyYpMGrNjX28qmZ7Cvmt9TqjT,21750592114703536,"2,231",47,"993,197","8,524.02",0.41%,10.31,,
qzknsLGszSZUa5NnkLzymGm6u4iQ9DDQbBUYuVgLixEwzB9g5,21190694717415536,"2,180",47,"995,377","8,570.71",0.41%,10.19,,
qzmZ7Gpbtu2z4J55AnjqKZCfNfbuoWUmGCANsrRPZgFgb21Ya,20401167527513357,"2,150",46,"997,527","8,617.08",0.40%,10.12,,
qznGci976xEyHroGWm6fCAEm9AUEq38AMDu8zYohcxmU2QUsS,20360812057168958,"2,109",46,"999,636","8,663.00",0.40%,10.02,,
qzo7pUCHfcEhxUuxuafcixv7WU8WvBAMRjR1uCfhym4DHFe6Q,18950975342282526,"1,981",45,"1,001,617","8,707.51",0.39%,9.71,,
qzkFwmNAVrRKsZ7277jVfUDH4SLy8c88u4pmggc7Wwn2jdsRw,17400579870994061,"1,793",42,"1,003,410","8,749.86",0.37%,9.24,,
qzk3KyUyvVHXv4K26j2ePTZhr8qgRYqpL5RasN5xELYutRrys,17050909150659816,"1,790",42,"1,005,200","8,792.17",0.37%,9.23,,
qzjeLJHgufAz3UvAAkN7mtqgesUdwSP4sBdBJYfuFa2wu4Y9j,15220664050165143,"1,573",40,"1,006,773","8,831.83",0.35%,8.65,,
qzp46dLKdevu6Cn9jzvBSPivSZqTECwFohfx9xr2u86Rhbf9A,14250186048941502,"1,445",38,"1,008,218","8,869.84",0.33%,8.30,,
qzp7UiUh343dPDjsqQ4ki6gYyRtJw2gL7mLYkkmqsXsDkwZSv,12970725373021012,"1,354",37,"1,009,572","8,906.64",0.32%,8.03,,
qzpHJECPLDqWc1NHL6ySN7Ts8q7kJXiJGXGRYTHX7egTVkxX6,12551258735536490,"1,347",37,"1,010,919","8,943.34",0.32%,8.01,,
qzkMW1vkVWCKPaGoNoG1xi4zk9y8mE1rftV5wr4ajoegf6w92,13130229976413970,"1,342",37,"1,012,261","8,979.97",0.32%,7.99,,
qzjVVTwX6xi8Z7x5qRAidYkxisfjiLuZZUo5VvzUsSYzCH5Pj,12680846837210378,"1,330",36,"1,013,591","9,016.44",0.32%,7.96,,
qznDuX3cD7T4fj2rFfZCXRpGna29B1ytuHfbWSkLzBGr9tujG,12580756370507099,"1,309",36,"1,014,900","9,052.62",0.32%,7.90,,
qzpAMvnKaMBrUQMpdkX4JsQFS1peJkSnASvY1yw7CY1uyZod4,12680240719693657,"1,295",36,"1,016,195","9,088.61",0.31%,7.85,,
qzqBsCm7DVSVW7NUqtk2yJT2SoC2jmroFQ9keHTvRrpQHLRaZ,12510460080908668,"1,285",36,"1,017,480","9,124.45",0.31%,7.82,,
qzmJbB2PtT6Yn2csnweiHgP5AuYWqHpjSWqYuw5hjvu6V6Ewu,12360620332405246,"1,283",36,"1,018,763","9,160.27",0.31%,7.82,,
qzq43L99r93FuamJkKTqqg1pWu1xmRB41GSW3ZEhGo6aCMLxP,12330374699906136,"1,265",36,"1,020,028","9,195.84",0.31%,7.76,,
qznuEeDCfp9wWScQtho9Lp5UVnRoNC1WCCJugtBxBrvJbDSUQ,12130504041410449,"1,259",35,"1,021,287","9,231.32",0.31%,7.74,,
qzp2vMweB9mkQKypjQ2MCYgEzSSSnkxFb6ZLmpGBAqpwfraCd,11590876727920967,"1,224",35,"1,022,511","9,266.31",0.31%,7.63,,
qzocZMwjQXbpJPybqwM3RByokpAqXcAzzxe7xzAUwniuG3KkR,11790333377050282,"1,212",35,"1,023,723","9,301.12",0.30%,7.60,,
qzjuFfppNevtjh1DNNFUSuLqVQZodrjdh5qiG3tkVKvmCcMZz,11690526722056423,"1,211",35,"1,024,934","9,335.92",0.30%,7.59,,
qzkz9HDb8wNfUMQ6izsrTLuqPssY6vMG37SosmhHtKuvevD47,11520757374772077,"1,207",35,"1,026,141","9,370.66",0.30%,7.58,,
qzjXFVBj7WmamW8Bi7to2uqfrGh7nmebafYVrZat4Bn2Ufohe,11320867406816051,"1,184",34,"1,027,325","9,405.07",0.30%,7.51,,
qzkhabqtpLwnzRdwzYaoiVxg1AYDDPz2ZXkvAJqoN6n5yPd8g,11300535935813541,"1,181",34,"1,028,506","9,439.44",0.30%,7.50,,
qzpHnzRvAyPdFqBi8Raay2EjvS532gmBJDseDB7SHA5eS7sb1,11385614257171691,"1,181",34,"1,029,687","9,473.80",0.30%,7.50,,
qzpG1aBJwUsxB5LszistDabf8odyDRA6zDWSjYwnDiLY7eEMN,11400450037908599,"1,175",34,"1,030,862","9,508.08",0.30%,7.48,,
qzov49ugwidabvCnTwfyB9cWV57UH7gCiTrkt74Y9S2ha9bYA,11240558735452031,"1,172",34,"1,032,034","9,542.32",0.30%,7.47,,
qznJML73SHRr9oH24Ehzv8Xxkg7S8P2yxH5neSYbovNw9Sf6y,11340375652898443,"1,168",34,"1,033,202","9,576.49",0.30%,7.46,,
qzq8kWW618bHYQigjf4F6qmzHPvANpQCvnM4CAuVj76xcfAPu,11260418703407977,"1,161",34,"1,034,363","9,610.57",0.30%,7.44,,
qzpFKP7ufpBZmep9Ai24RfFvuBv4katPEQNyehSw2fMFVUNSZ,10836549691687108,"1,142",34,"1,035,505","9,644.36",0.29%,7.37,,
qznz772YbXNeDBqG9du3rUrW96atu4aM3iMUqhZTCrhSNzxyc,10780802057168879,"1,131",34,"1,036,636","9,677.99",0.29%,7.34,,
qznhYxqMiqioJosXE6d1Su9eczAuemC8kdDuo6UeMQEbPr9U4,10810385313406799,"1,118",33,"1,037,754","9,711.43",0.29%,7.30,,
qzjjzBaeGGo2NTvRpZjeCarzCJs8SwRbehPamKZaj43fgCr4b,10660512028014924,"1,113",33,"1,038,867","9,744.79",0.29%,7.28,,
qzooVku3dWWzSVCgu4Deifvk5WYWSDnZm7cuK6HKG4VZ9iMqE,10430474240341224,"1,080",33,"1,039,947","9,777.65",0.29%,7.17,,
qzkCku4BbZ2tNtFWyswpWDS1nP4ZkVbAFSQJE4woiYRPwPuQZ,10260491494911585,"1,063",33,"1,041,010","9,810.25",0.28%,7.11,,
qzp4XnbWTHwNaDoPb6GYmDxRH4yjG5JhAkRRCJFrPKmwChWC5,10000652715664586,"1,061",33,"1,042,071","9,842.83",0.28%,7.11,,
qzm4SNCVRQMpLrns1RZiBw6kNjzdSXQxMYQ9pcm6Gw1U5jPfF,9930437357262669,"1,032",32,"1,043,103","9,874.95",0.28%,7.01,,
qzocBuPC4htQ7TusY6RPfDuvxZW76tMciJ4rNGXMFsMgcxra8,10130160676004931,"1,027",32,"1,044,130","9,907.00",0.28%,6.99,,
qznpLBTmpowK3uH1zajqrCP9Ms81w4MvhLEgQ1wc7jGMHqyiZ,9550630713913585,"1,009",32,"1,045,139","9,938.76",0.28%,6.93,,
qzp2NKfUKpUGiPmEzXL1SrxyXPHrfWaN7k8szT3Jyv2QNiDzN,9510224679506834,973,31,"1,046,112","9,969.96",0.27%,6.81,,
qzmMnY6RURWJBhJ9dZE7nJ6NxmiG3soA8ksKPyEc44MLRdNdD,9150289361903664,940,31,"1,047,052","10,000.62",0.27%,6.69,,
qzpxfsNZJvqiKJJeaahCMFNc25EbtcAH1v8VsPuV9wPETBGZt,8780106672503110,888,30,"1,047,940","10,030.42",0.26%,6.50,,
qzjnhnm6B843ctXR9okYY5yr2wLCJ9bwTLBVp9whkDB2mM6bc,8410418703407978,880,30,"1,048,820","10,060.08",0.26%,6.47,,
qzpyutoZE1DTpP9MdLa6JHxAUL63munZByRLAaZuLDWqKSczH,8090407666294119,842,29,"1,049,662","10,089.10",0.25%,6.33,,
qzmVGCXECMw743XNz2exq7HWGQF5MyxyDjZh3StUK5u9qeD98,8380042669001244,842,29,"1,050,504","10,118.11",0.25%,6.33,,
qzo49YQ3Du3rCNMg1c4jvq74V2nCSYkvtg2FgcPgSJjGWby5D,7810363709505702,814,29,"1,051,318","10,146.65",0.25%,6.23,,
qzorzTjTDfgF2aWSjpb7X8j2cFLMfnbPokP74vnVzKiDQwJ4n,7970117339753398,806,28,"1,052,124","10,175.04",0.25%,6.20,,
qzm4mRPSvbCBP3365Mm4aAFTK8pzVeNeCvWKEFzupxG5AnE6R,7910096005252799,800,28,"1,052,924","10,203.32",0.25%,6.17,,
qzn5St24cMsjE4JKYdXLBctusWj5zom67dnrW22SweAahLGeG,7410524041410534,781,28,"1,053,705","10,231.27",0.24%,6.10,,
qzo8Nynu1zHsL4Kv3KauzGyKsNnbHraMFULAdixG27UqtEzbJ,7670108728898688,779,28,"1,054,484","10,259.18",0.24%,6.09,,
qzkueR6bJTaPhme2AQJVM79J3tCHV5Y3MxUyG1WkMZEwUWZn1,7370406443749883,775,28,"1,055,259","10,287.02",0.24%,6.08,,
qzmvqBvd3G3Zhko8C3NmP1hRHnYR8xH6z5eXDqTsPj4ujnVHz,7360320859484857,764,28,"1,056,023","10,314.66",0.24%,6.03,,
qznjf2vHZsqLsRom9rJYYphFmUCH238dPAbvwRfb1Rb55gx4Y,7171525416793742,753,27,"1,056,776","10,342.10",0.24%,5.99,,
qzpYbpDas1mtHqibGvmi1sDv6aqQibiNhXihasMpCSYPraQUJ,7060407122644900,741,27,"1,057,517","10,369.32",0.24%,5.94,,
qznD41x7RFCzuyhCDsaCxriNM8SbPbTbwPqH8Hfn3ipojLyoK,7050150008754641,716,27,"1,058,233","10,396.08",0.23%,5.84,,
qzkzyez9vMXtG9zti4Y8yzH2z1hU2UQhYAVnyt7mGJHUi4yhp,6650195994008111,686,26,"1,058,919","10,422.27",0.23%,5.72,,
qzqET4W49fXJyJYM7NSxqmYDQbZ8BuUXtn57CxRogtskJyDuG,6540314723195543,685,26,"1,059,604","10,448.44",0.23%,5.71,,
qznGVokAH4LBTiTveYCFkD2o1w13JNsckYmtWiLR6sPGdwrWu,6550150730649617,670,26,"1,060,274","10,474.32",0.23%,5.65,,
qznQL9mXJ9EogqAyHcx6HdLbqrxbyBKLxiiXVKbqB3vcqrbye,6480128007003699,659,26,"1,060,933","10,500.00",0.22%,5.60,,
qzpDySz2ADQ8oTRWzHrG34F6L8SzVzoci82V2vYxBj2p7GdJL,6170218892668002,640,25,"1,061,573","10,525.29",0.22%,5.52,,
qzmHs95q5JRHEqFgVEAK9QNkRUQP1rQiApJFtvkTHgMC6Ch7S,6010352926478723,635,25,"1,062,208","10,550.49",0.22%,5.50,,
qzm1Z8QJFoJxnmAapezaqjqkV4CH41RGBv4EbNSuENaeozCX9,5960114356221999,611,25,"1,062,819","10,575.21",0.22%,5.39,,
qznx1bjDQgdXkz8YLNx5MyvpeiQFZPbHHn71fq4WsJ5MAjxTV,5930090591620912,609,25,"1,063,428","10,599.89",0.22%,5.39,,
qzpWDnCsmeyKwrTqZra75CcS7YByaXXtmoLrZJNcsMKJbQhSh,5540268365208823,578,24,"1,064,006","10,623.93",0.21%,5.25,,
qzo8YG85VgfweuQMEsJrSLNCo55ogqTKX1MtcyYJ2gi5cXQxf,5446101667173494,565,24,"1,064,571","10,647.70",0.21%,5.19,,
qzpyuWuMJ7c4qcFBedQj3kXvuPbbPJ6qSNognPrnrr1vFs8WT,5180373978906189,549,23,"1,065,120","10,671.13",0.20%,5.11,,
qzoSb6NaAZBT89u6RGN4uzm5y5hJqo6ggc3wbWrF2zQCafjhc,5210214012256519,542,23,"1,065,662","10,694.41",0.20%,5.08,,
qzq2aKiqcBm2YRKhdVfeNu44j7TV2mbWw5NudAE971WJGEmqg,5160245346757153,539,23,"1,066,201","10,717.63",0.20%,5.07,,
qzomoDa4mmawDUuGt89iV9M1m1Tsma4aVEfQ1FQ3zLNFsxrLS,5110236014007447,534,23,"1,066,735","10,740.74",0.20%,5.04,,
qzpDo3FRVpdK1chHgLBpHceinmeNySRfHxRzbNnRfBmxcop8v,5020237048647289,525,23,"1,067,260","10,763.65",0.20%,5.00,,
qzo5UDS3o2XuQiV1KoGJhYteanMAtLS1mkh2KXSdpyncumazL,5000224637401835,521,23,"1,067,781","10,786.48",0.20%,4.98,,
qzoxZo4xxcn9FjbL57Ha9tk5PQd6PheLM66gUABa2eb8Pp8qD,4930289601871882,520,23,"1,068,301","10,809.28",0.20%,4.98,,
